# Transit & Flow - applied migration manifest
# Generated from supabase_migrations.schema_migrations on project kjooyhvynkzuvsixsutt.
# This file is the authoritative record of what has been APPLIED to production.
# It is NOT a substitute for the migration SQL itself. See docs/CI_REPOSITORY_FIDELITY.md.
#
# checksum      = md5(array_to_string(statements, E'\n'))
# code_checksum = md5 of the same text after normalisation: trailing whitespace
#                 stripped from every line, then blank lines and whole-line SQL
#                 comments (lines whose first two non-space characters are --)
#                 removed, then the remaining lines rejoined with \n.
# bytes         = length(array_to_string(statements, E'\n'))
#
# Every row currently has statements=1, so the checksum is over the exact SQL text
# that was submitted to the database, with no trailing newline.
#
# The two checksums separate two different kinds of divergence between a
# repository file and what production actually ran:
#   checksum matches                      -> EXACT
#   checksum differs, code_checksum equal -> COMMENT_DRIFT  (prose only)
#   both differ                           -> CODE_DRIFT     (executable text)
# CODE_DRIFT fails the build unless the pair is registered in MANIFEST_EXCEPTIONS.tsv.
#
# Columns: ordinal<TAB>version<TAB>name<TAB>statements<TAB>checksum<TAB>bytes<TAB>code_checksum
ordinal	version	name	statements	checksum	bytes	code_checksum
182	20260725002517	cygeus_0005_harden_set_updated_at	1	78dc5ab0ee8455a9d61a8873a81d6a74	178	78dc5ab0ee8455a9d61a8873a81d6a74
183	20260725003732	tf_integration_health_report_primitive	1	854ecc68eeecd84778a2801930adcec4	2522	ea2251ab824b114b8f10d5a5158b027c
184	20260725003838	tf_system_health_uniform_error_awareness	1	a1057b17d978641ef8b37af34a7708c1	11474	640cea27e3bd30085769c4b34cac9d79
185	20260725003941	cygeus_0006_access_token_hook_and_onboarding	1	2cde06c241e348d649bd98bf7b516f0d	3747	76c1e421603f3a6c555a673a09725f5e
186	20260725005005	integration_provider_add_slack	1	11f1ef53fd9d931b710d19a196cac597	71	11f1ef53fd9d931b710d19a196cac597
187	20260725005013	slack_integration_settings_seed	1	71aaedc3331d31f820bd2318c168b585	683	3ad3e322a600c307f50f68bf5ce72a47
188	20260725005101	tf_system_health_slack_error_awareness	1	05fbc8baec4799557824d87c668f3e31	12044	c920ca1a67024fd8ce770289e72fad1b
189	20260725005724	cygeus_0007_governance_enforcement_and_loop_rpcs	1	23bd2ad7da0bd6ff256afe2abb3e54c6	11745	5a311d2fc26562c8e5c4cac70afe4909
190	20260725010016	tf_integration_health_report_immediate_ticket	1	f11403740b2f6f0e2b50c2c83a6a14a8	3969	44847331b8a6d6601ffc01347ce072bc
191	20260725010055	tf_request_ticket_null_safe_list	1	2fd89413177c3ac030587f014e47c8a3	1882	8aad0f6807a8488d25d6d7067e3241f0
192	20260725010111	tf_integration_health_report_immediate_ticket_v2	1	8a56834077f0921297df3ea055d13341	4044	c6e9ef8ed5a5f9787c34182de0c985bc
193	20260725010359	cygeus_0008_ui_read_views	1	32e64f67aded22b081f268050c06d7b6	4891	653bf276cd776176c95ba79d196396c1
194	20260725010432	tf_scheduler_health	1	2cd356fcf99310918e2874d09b364362	4954	fc99324e72c8c855b596938e5b28ae51
195	20260725010736	cygeus_0009_v_approvals_add_agent_workflow_ids	1	fe6da3d6685ddc47dc2409bcc329aae2	1406	94798274e4edeecf1a8c13a10170473f
196	20260725010740	tf_scheduler_health_null_safe_flags	1	f2219cc62b4ce8755ba4732b4dd38499	3571	efad657c8fd97ad2ad6827ad64818b90
197	20260725010758	tf_queue_health	1	032e41892dc34d7008001da7a4e3f094	3684	4ce839ad304182ed4e60ef1482b7f303
198	20260725010846	tf_queue_health_v2_platform_wide_stranded_and_skipped	1	3d74fb2f0739a9b145bba19ec0470304	5755	8256378e89c18b544b279fd4b7e3f88b
199	20260725010923	tf_queue_requeue_and_discard	1	503ccaa3042f135c35039a93b02d32e2	6161	732dcfa9277a3d9b5ae4210f05e55ccd
200	20260725010948	tf_queue_requeue_partial_apply	1	3da24fe4c5c4882184a750178d8a4116	3920	3ab19b0abe59d8e3fd88601a8a8d917e
201	20260725011052	tf_system_health_add_scheduler_and_queue_components	1	6131fc5dd5fd4e9b6390bf41cbc0ce1e	13758	65c1898722608fed902c47f03c045ece
202	20260725011132	tf_queue_health_v3_backlog_age_from_eligibility	1	2b655fb638a0cf248c69499d9b557e44	5574	e7c9f7dc163e6abc449c14cbfb7ed915
203	20260725011140	cygeus_0010_ai_budgets_and_redaction	1	c797e05106e3c37d5a3ca709b8a88419	7478	a22c6cb59d06054186b83bd2de50cae6
204	20260725011205	cygeus_0011_fix_redact_array_concat	1	7631296f438f098dc80cabc7c09fa04d	1603	2a70ba29738d0caa4cdbba3fc38263f7
205	20260725011206	tf_reliability_autoticket_scheduler_and_queue	1	001daa1642816c978e1dc864ac690e39	5039	0c80233de1cdcc9c8deaa6e84abb21a1
206	20260725011303	integration_event_status_add_discarded	1	1f2aaabeaa132353bf27fed7a9074a57	492	54ce29585e0b81ee52f8bfcd4c90f163
207	20260725011335	tf_queue_discard_v2_and_health_v4_terminal_states	1	88ebd1f0dda441074171c2665ed5b159	8249	2df71ba82a9e774dc4f29495cc8c1616
208	20260725011834	tf_scheduler_health_v2_first_seen_grace_and_thresholds	1	563f6e3e543de15f5e4c99b4402c4e26	7323	06ea7a4171bd3021e2be620732d35700
209	20260725011916	create_studio_prototype_public_bucket	1	8efad7c2b232d99558851f60ce553c2b	776	3de47acc98a4b7e4ce4eafe6f9c46cab
210	20260725012110	lockdown_studio_prototype_bucket	1	51fd94bdee849d887fdd8374ed1345ea	145	51fd94bdee849d887fdd8374ed1345ea
211	20260725012620	cygeus_0012_fix_workflow_run_errors	1	76e286d660d4ea34cd1d45fcac2173d3	6486	fd7561bf5828ed1c2d0fe707989d10d6
212	20260725012901	tf_customer_360_and_index	1	0f9dc7a6e2b606fda10c0d6ef5556391	27793	d41f58de7f042f774b60aff36e403f41
213	20260725013320	tf_customer_360_defect_fixes	1	115e28a68f619355963a32f7f31d3a69	10137	f42a008646cc463523a5622a173ba796
214	20260725013422	tf_customer_360_estimate_amount_fix	1	e1eb4bcb474daa9bdd59f4f2026c13f6	17955	245235fdffeacc5f2a164cb0703938e7
215	20260725013521	tf_customer_360_supporting_indexes	1	16e45f5caef2f0af8581aa0b92c217f1	1877	59f1a823e338c055d89345a40d25f9a8
216	20260725015147	intake_send_guards_and_reminder_ladder	1	e4f279e7cc332ad7ab17427f07893913	8965	0463b2468780047bde94be63bb93d1e8
217	20260725015210	intake_sweep_reminder_ladder_and_expiry	1	21aa450eb47eb5459d9a8e923367986c	4519	b9761841e2b30abc78f5ac9a903504cc
218	20260725015721	intake_phone_match_trailing_ten	1	8166b4da65dafdb1494e98cd182c9f4b	8676	5e5c435c2c768155de4d2595310196f1
219	20260725021308	revenue_convention_and_marketing_roi	1	8501da892adc4cbf55dad8be1e2df008	17922	7b964e068db74fb98af7809148f4e2d7
220	20260725023021	revenue_linkage_sweep_and_audit	1	0ec34a1a1e2e5e09133440865343ec89	13170	429f4e00ceeca20c17e97fd1d57a7aa0
221	20260725023406	fix_linkage_guard_arity	1	440af90812c173f779c8096291e92a2a	1625	c288f12d83726af251c6a844670564a2
222	20260725023419	fix_linkage_uuid_aggregate	1	afb26a4ca7093d847240034773230e5f	1046	5770b076efceea6bcd36643013182668
223	20260725023458	linkage_sweep_reentrant_temp_tables	1	120960bf847561c1240d8be6cf44a6a6	1524	c35520110d3161f2c8fb93b73a58e1d3
224	20260725091758	security_scan_fifth_axis_and_gap_total	1	c19006e68ce9310d529628ee0b387957	6128	5bad431c03fd66d31d71566eb4a6086b
225	20260725091845	guard_unguarded_definer_business_functions	1	9a85bb161761dfb1f78f758339d300e0	5535	5e2f4cb01eecd2f05a6c826eba44a4cd
226	20260725091919	tf_queue_health_v5_production_scoped_verdict	1	8b2b0352e57582b775d028cdc45bd74a	7612	670d7156ba4a4bbc420f1c3b22df680b
227	20260725092053	cygeus_0013_auth_org_membership_fallback	1	027340c907d9eac129060e2e89700d6e	2175	a1b889c7d933fe4f078cd67be94f3c7c
228	20260725092629	grc_control_ac_defn_017_definer_authorization	1	865110639fbf7f39a012a1938ab02c47	4105	60023b25d888106dc81086955bf399eb
229	20260725092821	queue_lane_registry_and_health_v6_orphan_lanes	1	163cbf3b0cb80a96f956dcfe2bb8766d	10657	fe8dc9a7a8afb2bbc316d1dfb91ad45e
230	20260725093324	fix_queue_lane_registry_enum_type_and_full_seed	1	0b66ad594a16047edabeabb90dad9383	4630	614b98a4fc2af4a388b08de48b84ef15
231	20260725093446	tf_queue_health_v7_honest_orphan_evidence_and_registry_gap	1	d45b708a245620281c87eda28538e82f	11093	c4c7e8fe8da9295d682570eda7da5b95
232	20260725101452	create_studio_products_bucket	1	14eec4dc3e96fbeb8682c8a2d3480c52	434	06a34fbd129240886c52ebb499c1bcf2
233	20260725101459	temp_studio_products_upload_window	1	5c01d3c196caef558742051a70b77a73	431	5c01d3c196caef558742051a70b77a73
234	20260725101532	close_studio_products_upload_window	1	038564cbab2b9fa24e505b8d527c0ccf	140	038564cbab2b9fa24e505b8d527c0ccf
235	20260725101735	temp_studio_products_seed_window	1	877bff5986d12f626e676b7a3e76429a	300	877bff5986d12f626e676b7a3e76429a
236	20260725101754	temp_grant_anon_seed_studio_products	1	e8b1500510abd44f9fe28481001736d4	55	e8b1500510abd44f9fe28481001736d4
237	20260725101814	normalize_bare_quickbooks_invoice_external_ids	1	e9bac8af0b31927baabbdf87826a0a94	2675	33dab481d1f3ca1971d21fb1d1700d5b
238	20260725101919	close_studio_products_seed_window	1	dd303628b9a6b665fba068734728ff14	182	dd303628b9a6b665fba068734728ff14
239	20260725102720	tf_function_safety_audit_and_registry	1	402f6672fd6adbc4b491742184edcfcb	16573	ec784a551b3b627fc84c1af823d22410
240	20260725102927	tf_function_safety_close_http_detection_gap	1	0d7fe1f0251fe3e9b96b4aec866d1849	4312	f4aa3028a99be8fc4dd56882d4ae1ac4
241	20260725103527	tf_intake_sweep_tenant_scoping	1	e4b8820ff664aebff7c810a78e54d2de	9120	20731737c46a9eb2485e56e718c1c35c
242	20260725103811	tf_automation_arming_safety	1	562eb1d8234e07c0fed55c51c8b1dc82	21679	50236747310e7a424f7edde80cd0aea8
243	20260725103941	tf_boolean_default_hazards_and_cutover_age_fix	1	3b8bcfd48232188562ef231122a3af8c	10615	dc9bbb24f85a7da508c783d33fa5d5b8
244	20260725104122	it_controls_evidence_integrity_and_attestation	1	530b94532db44d1d9789b996b69d16ec	14206	9102eaf2d085f4d07a84b3eb960b5bc7
245	20260725105044	tf_safety_autoticket_and_out_of_band_arming	1	66c02e78ae3e7edec4b258f91c4d05fc	27701	8419efefe45ccb21f56f5bb5e7aae95e
246	20260725105218	boolean_default_hazard_remediation	1	7587a0cec7087b87ac66e9c30db6e59d	6606	8a013e385db451a6ae3996f09a688d0b
247	20260725110148	grant_tier_remediation	1	cf4a66bce5c65e1e59195b864f538b27	13825	37b48a2b5687029c2ee6b71ff291feb9
248	20260725111529	grant_tier_drift_control	1	65cab4ac4a4973ec2094c0f0cc2a46ec	21921	d7fbe684867f3c20b82c43a3e6c3ef6f
249	20260725113932	sweep_tenant_scoping_and_ai_booking_guard	1	b3393fb40ef997f005fac4dc60fd1489	11553	3e1b9d16933a497c66fc34376c16adca
250	20260725115002	automation_blast_radius_transcription_and_bounding_model	1	50d8cca16abb23375b6021647484baec	21661	30cda1842a86fef21b624fc4d38d24c6
251	20260725115531	automation_registry_note_drift_checker	1	5140e7ed1d81380815f76a4a47a55ea7	15340	a4dacc265dcefab510cd73ffeb2f54ed
252	20260725120338	note_drift_control_and_register_reconciliation	1	502b08cb123aabcc10e52fd771d08cc3	18135	400926123458fe0cef7bd3ca77a72c1c
253	20260725123300	guard_predicate_registry	1	c507c1792b1572c61b22c59205cae4f9	7562	8e4c34b4baadf79bf3610bf78e886ac3
254	20260725123404	security_scan_reads_guard_registry	1	54642a42b05175c5f6b951247951284b	9424	c3b75d0c95080216cff5b3d5d243a282
255	20260725123524	guard_detection_control_ac_guardreg_023	1	b495f950d97f32c89f9735ff72174947	8853	4f09a205e2fdd0043dab171e9da53867
256	20260725123605	guard_detection_autoticket_wiring	1	59bfc43d387c06f142673083a76ffe6b	7359	04c0edb8f1f4a4936ed00aa6a23adff0
257	20260725123649	guard_detection_induced_failure_proof	1	c8859cda872da7f6095831f44c7c9d13	5520	a666ac3b0f2d2caa42cb7b49d448fc10
258	20260725125437	grant_tier_full_surface_declaration	1	16d32627120b9fdb0e392b6ee7e537de	6874	b2588bdbcc5baf1c978824bab51c013c
259	20260725125625	grant_tier_audit_widen_undeclared_sweep	1	184e75750359614445742e8596c12d3a	9775	0d2e6379f38eff22c4cd5e88fc656ae1
260	20260725130147	grant_tier_coverage_induced_failure_proof	1	a6d0bf6317ebcf51dd8736d26f240bd4	11047	ae61433be0ed978e17d13fd0fec22f3e
261	20260725130356	grant_tier_coverage_evidence_and_autoticket_widening	1	fff8440f2b14898c4ed7305eb9f4c7ff	10530	2be025bef8a9a286b00fcb91a15ffc4c
262	20260725132000	grant_tier_audit_coverage_self_enforcement	1	05f3bf0422b105caf0f4053236578531	14219	5c5e9c95bb84023260831c9db17a34f6
263	20260725132109	grant_tier_audit_empty_population_refusal	1	d7ba6256ef2b75c4510e10f543c1acdd	8301	926d29e2db33e2b3921b09aef1ddafeb
264	20260725132224	grant_tier_coverage_enforcement_consumer_widening	1	6cad0a0513b7569f0a52c388500c3223	8855	1ea8228d52e37dc485a95840c8d6dd61
265	20260725133630	guard_detection_exemption_visibility_and_enforcement	1	3c84c073af435c23fbde72cfa6117bf7	10764	e3d3a2dcf594f75ca166c83fd5e10625
266	20260725134042	guard_detection_empty_population_refusal	1	71a6b81bc6155f5b754ae66ea83afa45	9068	fcd57d3a5d1e8b8243f6154cd930a956
267	20260725134156	guardreg_control_evidence_denominator_widening	1	754f44bf16a7ba260ff5e7722ede5e1a	8596	3481ee26664b04b0b65444992ff12571
268	20260725135604	function_safety_signal_completeness_and_empty_population_refusal	1	5438741b97bd2629863295a995ee6926	15646	cd69565a7bc92b6bfd026f015a76511f
269	20260725140116	controls_evaluate_honor_checker_refusal_flag	1	0b0b9a492a0523419df1286fd0d1bf17	12525	4e4376b02831778bb4e2bbdece0b8e98
270	20260725142025	studio_founding_access_and_event_taxonomy	1	695b67aa6622fdde21ce2b440d2209a5	6907	a9f5455b8f9debc0248aded55bc94c1a
271	20260725142046	studio_founding_guard_and_stats	1	e20d704ca050b127be14059210f976f5	4355	b3d5daa863569078c97bb3054c9d17fe
272	20260725142434	least_privilege_revoke_truncate_trigger_references_from_client_roles	1	3522d76f9fd902f8fec876d7128fb9ac	8939	a85b150e26801c316a401680e5720e5a
273	20260725142709	studio_funnel_indexes_and_reporting	1	4ecf9b453a9fc1886d50a48a4549bdde	4254	8d4b13a8dbd6b57d7c8fd29b63ff237b
274	20260725143527	reconcile_founding_and_studio_definer_functions_to_declared_grant_tiers	1	1e03e38b54ab863e8a0cb8f20ec28856	19650	181b75968d62ded18c74002b660e0004
275	20260725143849	safety_audit_classifies_returns_trigger_functions_as_write_paths	1	19765524167aada8753bc0e60c3d396e	14827	2f8b14b3ae7a75c5a16816c458c232c1
276	20260725144112	registers_validate_their_own_rows_against_the_catalog	1	58d630b9596b212de0d2f30eca005a7a	23207	94a22dfab225dd7c0b17125a93e676ca
277	20260725144141	studio_founding_anon_insert_grant	1	9db0ddc8a0a629afce3583ee8645062b	465	2e6d76409f47510fa57dfa947e75802c
278	20260725144550	studio_reporting_security_exemptions	1	977f78ed8cfae8124d31777373752a82	1558	5923fc59f9ae05694a7a11768a9d717c
279	20260725145159	studio_events_prelaunch_baseline_reset	1	b9817466620b58b458dbf4fbecae7e98	1515	5b3855ae5dcb8b7e3957ff60d5f10ce4
280	20260725150224	security_scan_declares_its_population_and_refuses_to_report_clean_on_integrity_failure	1	f34d72bc044f96ed2fb617d29d54225b	11812	98001437d824367071dee1fdae1af0c7
281	20260725150253	retire_security_scan_exemptions_that_suppress_nothing	1	2a61bc42c6a4b69803285624669c345e	2743	1dafa44b8a27f347fdb674f4bb1e7907
282	20260725150606	security_scan_exemptions_refuse_rows_that_suppress_nothing	1	856ebfa2e842245a2d361c201a332e10	10758	6a947e6e4a5f53bc9a6d3fcf4a47841d
283	20260725150711	security_scan_monitors_truncate_grants_and_separates_unreachable_tables_from_unpoliced_ones	1	21831c6f10dbbfd6e6e576fa359a6178	13637	64b283ffcfa5a9eadbb7a2486c8bbb38
284	20260725152401	controls_listen_to_the_security_scan_refusal_and_its_two_unread_axes	1	d2fc8647dd4f16d42c792025e075cf4e	20703	da98e405086efa77fd30ef7bb7dfe5ad
285	20260725152534	detect_the_axis_that_nobody_reads	1	78f573d9c5d1d1aeb761ee6af0a64cd9	5844	9eb15aa3c668449551a3b09c4438df28
286	20260725152754	declare_the_signal_coverage_reader_in_the_function_registry	1	3dd45fdde37b71a94c606b6d57931692	2708	2bca8071f9872348ae1da8eff3f25e9f
287	20260725152915	the_unread_axis_detector_is_itself_read	1	70f30caa32b506edab3ad70e9d314157	22113	30077a87fd6b7329f909c9a0ad4137db
288	20260725154849	control_board_publishes_its_own_freshness_and_names_the_rows_the_evaluator_never_scores	1	6f5a971e6732ceaf338d8204af4d8eb9	10316	0a28aece62ec6f46b549e2886ad48d7d
289	20260725155210	the_control_board_detects_a_branch_that_asserts_a_pass_instead_of_computing_one	1	23db11944e8488230871c1f7de757d2e	9882	a1f4ac7ba180e06e3ba3a4283615f19c
290	20260725155435	continuous_monitoring_stops_asserting_itself_and_the_board_freshness_control_is_wired	1	ba9f674f850540c7ded1e55e790b710b	10476	d5ee9956d01b55b488f1fd5e9d65a73d
291	20260725161311	grant_tier_audit_declares_its_detection_axes_and_couples_them_to_a_gap_total	1	ca4c2ad4e491ee4490d15482fb8d0859	16670	10ab53091e0adf617f67a309670627c9
292	20260725161621	an_axis_is_the_consumption_surface_and_a_rollup_axis_must_assert_it_covers_its_components	1	43731700ffb45fd56e5c47f4104b32c7	17877	0ebff4dcd24d4ae7a06bb9c916ccb3df
293	20260725161748	function_safety_audit_declares_its_axes_and_every_counter_is_classified_gating_or_not	1	38f2a0a65f7b0d92ade44b1650ba3433	16894	f2a619ece8c7ba785943e9d9683c1a62
294	20260725162003	three_unread_guard_signals_are_wired_into_the_control_and_the_audit_declares_its_axes	1	946ef1559cb48faab24134a54188953e	15665	d6df389b396b8de934fd47a1b126850d
295	20260725162341	automation_note_drift_declares_its_axis_and_the_counter_sweep_widens_beyond_total	1	b6a6265bf3a74d295a108092e776ef27	6292	f7762d14a75444c8fe99e63d03bb0c28
296	20260725162359	verify_295_axis_declaration_consumer_read_and_register_aggregate	1	b8e0034773d454ec16bfbcaa223fbb29	3066	8eb6f04f0ff59ab6a54e27d3f9aaa6c2
297	20260725162807	data_quality_audit_refuses_by_return_and_runs_for_definer_owned_callers	1	8ca62bd82c0f7cdf604d233ea0431211	6538	978641d6c13f648958f839e1320426b6
298	20260725162855	controls_evaluate_treats_a_refused_data_quality_audit_as_unmeasured_not_clean	1	23801186b71e08615679b39ba54e7552	4793	dc3ce8ded5237a7af3406ed04e613680
299	20260725163121	system_health_reports_an_unavailable_probe_as_degraded_not_operational	1	1253fb9c546a118f9ed59d7d596a9a19	6451	d0d75e9f5750a6613ada136c727d1ed7
300	20260725163221	boolean_hazards_and_out_of_band_declare_axes_completing_the_checker_roster	1	ede6cecbef1e5f11885f8f24a7069ca5	5548	c25ebf6323936e44cc8034309411fb72
301	20260725163642	out_of_band_declares_its_axis_on_every_success_path	1	55ee548757f877490072ff5fa7e1b37b	7683	a53972616b688826e7f776be72795d18
302	20260725163708	verify_300_out_of_band_declares_on_every_success_path	1	58baaf73622d587aac650d9b6bb34d58	4600	d26270fcfa8df84ae0d4d721c5dcbd3b
303	20260725163930	controls_board_is_a_checker_and_must_declare_its_axes	1	5f07dd7959ae971f33076180c61b8557	7209	c0cfe70bc04b18c084c1e546885dba45
304	20260725164220	signal_coverage_generalises_from_one_checker_to_the_full_roster	1	bf8f5285cb3cb5dd71ee336ebf579db9	12676	505ea84c4717ac8817edd1c3fcc8aa28
305	20260725164252	evaluator_evidence_for_signal_coverage_reports_the_full_roster	1	d0a916137d5bd0698b57720cb3610324	3221	6974b2ff1e46c35b7a16b6f0a77513b1
306	20260725164321	signalcov_control_description_states_the_roster_and_its_denominator	1	9c09ff083d5285dae60a8a8e16e377f5	3043	8620513b22f8a805c87cde9d58c5a7cc
307	20260725170331	require_function_declaration_event_trigger	1	c3533a9395f1e8c3a0ab4994d9fd58be	6398	18d14a3fcabe32116d37ba7c867b315d
308	20260725170503	declaration_enforcement_audit_checker	1	eaf91abfaf0b67a59756d2f9b0945662	8758	9e29c1954d3341231bbddac0bdc5aa34
309	20260725170725	wire_declaration_enforcement_control	1	738baf140421ce951689aa14d90a166d	9655	4124744058b7d74e37fc0c7271c49743
310	20260725172759	deploy_coordination_lock_and_log	1	cf65edaa33447076b32e68c24d55a6a6	8123	af104423be9bf88ed4c4f1f71cb7c93a
311	20260725172901	tf_deploy_lock_contention_probe	1	62edd36c7853907696ae2c360b8eee64	49	62edd36c7853907696ae2c360b8eee64
312	20260725173359	retire_deploy_lock_contention_probe	1	b0c3dbb026b4060645816ce5fa59ab62	1948	ab1148177eb83b192e71953b8f352831
313	20260725173532	deploy_coordination_audit_checker	1	acf6a2e9bf4c065653a236266feb4568	11396	e080bf1953bf0343215bbfda867ec856
314	20260725174503	reconcile_ddl_serialize_declaration	1	58eaf75941cca61aca05f919ffa131cd	5583	4f80023a68e7cc13b7a5655a2b1d87a1
315	20260725174600	deploy_coordination_control_and_roster	1	249bd9256a567d1d96eddf2800587b36	14368	6040e696709c9773c66dc942b8963654
316	20260725180906	declaration_pending_residue_is_unmet_only	1	b38bef7cbbead1dfeda4862c66f6af8a	10425	d016ffb73668070861c896c2a6bb01ac
317	20260725181016	signal_roster_single_home_and_orphan_axis	1	cd689f2df1235a7e2bdaa20115d8a4f2	18120	b6bcec6193a1d208943628a11bf48984
318	20260725181758	require_signal_wiring_at_commit	1	c91db1d62b6f96c434ce159dbba4e6d4	14019	0659a09a48b48a2f820cdcdfb655eedd
319	20260725181907	prove_signal_wiring_refusal	1	bca5a396f5885aacd4479f7392229930	6499	042c456dc30744bcfecd2540879859bf
320	20260725183125	signal_wiring_checker_and_control	1	02904cb2d7029a2449bde51a263b9933	34594	e140dff7e7d30ca94567ea9a493dd082
321	20260725200957	talentflow_entitlements_and_iam_seed	1	d40d629a20a1b7a87787d160a20970e6	12325	ce282e9b3bef1c3dc6749edec793d6f8
322	20260725203211	talentflow_recruit_domain_schema	1	4138648624510924a253e6ae3e8278db	11013	0a3f0aefd76e19ff5d9b6d916864302c
